headers,moves
"{'_tag_roster': {'Event': 'Gausdal Classic', 'Site': 'Gausdal', 'Date': '2004.09.30', 'Round': '8', 'White': 'Carlsen, Magnus', 'Black': 'Johannessen, Leif Erlend', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D17', 'WhiteElo': '2567', 'BlackElo': '2538', 'PlyCount': '78', 'EventDate': '2004.09.23', 'EventType': 'tourn', 'EventRounds': '9', 'EventCountry': 'NOR', 'EventCategory': '10', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'd5c4', 'a2a4', 'c8f5', 'f3e5', 'b8d7', 'e5c4', 'd8c7', 'g2g3', 'e7e5', 'd4e5', 'd7e5', 'c1f4', 'f6d7', 'f1g2', 'g7g5', 'c4e3', 'g5f4', 'e3f5', 'e8c8', 'd1c2', 'd7c5', 'e1g1', 'c5e6', 'c2e4', 'f4g3', 'h2g3', 'a7a5', 'f1c1', 'e6c5', 'e4h4', 'e5g6', 'h4h5', 'c8b8', 'c1d1', 'd8d1', 'a1d1', 'c5e6', 'c3e4', 'f8b4', 'e2e3', 'b8a7', 'f5d4', 'h8d8', 'h5h7', 'e6d4', 'e3d4', 'g6f8', 'h7h5', 'f8e6', 'd4d5', 'd8d5', 'd1d5', 'c6d5', 'h5d5', 'c7c1', 'g1h2', 'c1b2', 'g2h3', 'b2c2', 'h3e6', 'f7e6', 'd5d4', 'a7a8', 'd4d8', 'a8a7', 'd8d4', 'a7a8', 'd4d8', 'a8a7', 'd8d4', 'a7a8']"
"{'_tag_roster': {'Event': 'Gausdal Classic', 'Site': 'Gausdal', 'Date': '2004.10.01', 'Round': '9', 'White': 'Smeets, Jan', 'Black': 'Carlsen, Magnus', 'Result': '0-1'}, '_others': {'ECO': 'B74', 'WhiteElo': '2545', 'BlackElo': '2567', 'Annotator': 'Rogozenco,D', 'PlyCount': '72', 'EventDate': '2004.09.23', 'EventType': 'tourn', 'EventRounds': '9', 'EventCountry': 'NOR', 'EventCategory': '10', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'b1c3', 'g7g6', 'd2d4', 'c5d4', 'f3d4', 'f8g7', 'c1e3', 'g8f6', 'f1e2', 'e8g8', 'e1g1', 'd7d6', 'd4b3', 'a7a6', 'a2a4', 'c8e6', 'f2f4', 'a8c8', 'd1d2', 'c6a5', 'b3a5', 'd8a5', 'e2f3', 'a5b4', 'f1b1', 'f6g4', 'f3g4', 'e6g4', 'd2d3', 'b4c4', 'a4a5', 'g4d7', 'a1a3', 'f7f5', 'c3d5', 'c4d3', 'c2d3', 'c8e8', 'a3b3', 'd7c6', 'd5c7', 'e8c8', 'c7e6', 'f5e4', 'e6f8', 'c8f8', 'd3e4', 'c6e4', 'b1c1', 'f8f5', 'c1c7', 'g8f7', 'e3d2', 'e4c6', 'b3e3', 'g7d4', 'c7e7', 'f7f8', 'g2g3', 'g6g5', 'f4g5', 'f5f3', 'd2c1', 'd4c5', 'c1d2', 'd6d5', 'g1g2', 'f3e3']"
"{'_tag_roster': {'Event': 'Calvia ol (Men)', 'Site': 'Mallorca', 'Date': '2004.10.25', 'Round': '10', 'White': 'Carlsen, Magnus', 'Black': 'Ibrayev, Nurlan', 'Result': '1-0'}, '_others': {'ECO': 'E38', 'WhiteElo': '2581', 'BlackElo': '2476', 'Annotator': 'Golod,V', 'PlyCount': '33', 'EventDate': '2004.10.15', 'EventType': 'team-swiss', 'EventRounds': '14', 'EventCountry': 'ESP', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1', 'WhiteTeam': 'Norway', 'BlackTeam': 'Kazakhstan', 'WhiteTeamCountry': 'NOR', 'BlackTeamCountry': 'KAZ'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'c7c5', 'd4c5', 'b4c5', 'g1f3', 'd8b6', 'e2e3', 'b6c7', 'b2b3', 'b7b6', 'c1b2', 'c8b7', 'c3b5', 'c7d8', 'e1c1', 'e8g8', 'f3g5', 'f8e8', 'h2h4', 'e6e5', 'b5d6', 'c5d6', 'd1d6', 'h7h6', 'c2f5', 'b8c6', 'd6f6']"
"{'_tag_roster': {'Event': 'Calvia ol (Men)', 'Site': 'Mallorca', 'Date': '2004.10.26', 'Round': '11', 'White': 'Carlsen, Magnus', 'Black': 'Kotronias, Vasilios', 'Result': '1/2-1/2'}, '_others': {'ECO': 'B67', 'WhiteElo': '2581', 'BlackElo': '2599', 'Annotator': 'Gofshtein,L', 'PlyCount': '79', 'EventDate': '2004.10.15', 'EventType': 'team-swiss', 'EventRounds': '14', 'EventCountry': 'ESP', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1', 'WhiteTeam': 'Norway', 'BlackTeam': 'Greece', 'WhiteTeamCountry': 'NOR', 'BlackTeamCountry': 'GRE'}}","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'd7d6', 'c1g5', 'e7e6', 'd1d2', 'a7a6', 'e1c1', 'c8d7', 'f2f4', 'b7b5', 'g5f6', 'g7f6', 'c1b1', 'd8b6', 'd4c6', 'd7c6', 'f4f5', 'b6c5', 'f1d3', 'a8a7', 'h1f1', 'b5b4', 'c3e2', 'e6e5', 'e2g3', 'h7h5', 'h2h4', 'e8e7', 'd2e2', 'a6a5', 'd3c4', 'f8h6', 'g3h5', 'h6e3', 'h5f6', 'e7f6', 'd1d6', 'f6e7', 'd6c6', 'c5c6', 'e2e3', 'a7c7', 'f5f6', 'e7d8', 'e3d3', 'd8c8', 'c4d5', 'c6b6', 'd3g3', 'b6d4', 'h4h5', 'c8b8', 'h5h6', 'a5a4', 'a2a3', 'd4d2', 'a3b4', 'd2c2', 'b1a1', 'a4a3', 'b2a3', 'h8h6', 'g3e5', 'c2d3', 'e5e8', 'c7c8', 'e8e5', 'c8c7', 'e5e8', 'c7c8', 'e8e5']"
"{'_tag_roster': {'Event': 'Calvia ol (Men)', 'Site': 'Mallorca', 'Date': '2004.10.27', 'Round': '12', 'White': 'Khamdamov, Suhrob', 'Black': 'Carlsen, Magnus', 'Result': '0-1'}, '_others': {'ECO': 'A07', 'WhiteElo': '2150', 'BlackElo': '2581', 'PlyCount': '80', 'EventDate': '2004.10.15', 'EventType': 'team-swiss', 'EventRounds': '14', 'EventCountry': 'ESP', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1', 'WhiteTeam': 'Tajikistan', 'BlackTeam': 'Norway', 'WhiteTeamCountry': 'TJK', 'BlackTeamCountry': 'NOR'}}","['g2g3', 'd7d5', 'f1g2', 'e7e5', 'd2d3', 'b8c6', 'g1f3', 'g8f6', 'e1g1', 'f8e7', 'e2e4', 'd5e4', 'd3e4', 'd8d1', 'f1d1', 'c8g4', 'd1e1', 'e8c8', 'h2h3', 'g4e6', 'c2c3', 'f6d7', 'f3g5', 'e6c4', 'b2b4', 'f7f6', 'b1d2', 'c4g8', 'g5f3', 'd7b6', 'a2a4', 'a7a5', 'b4b5', 'c6b8', 'g2f1', 'b8d7', 'c3c4', 'e7b4', 'c1a3', 'b4a3', 'a1a3', 'd7c5', 'e1c1', 'g8e6', 'd2b3', 'c5b3', 'a3b3', 'b6d7', 'b3b2', 'd7c5', 'f3d2', 'd8d4', 'd2b3', 'c5b3', 'b2b3', 'd4e4', 'b5b6', 'c7c6', 'b3d3', 'h8d8', 'd3d8', 'c8d8', 'c1d1', 'e4d4', 'd1d4', 'e5d4', 'f2f4', 'c6c5', 'f1d3', 'h7h6', 'h3h4', 'd8d7', 'd3e4', 'e6c4', 'e4b7', 'd4d3', 'g1f2', 'd3d2', 'b7f3', 'c4b3']"
"{'_tag_roster': {'Event': 'Calvia ol (Men)', 'Site': 'Mallorca', 'Date': '2004.10.28', 'Round': '13', 'White': 'Carlsen, Magnus', 'Black': 'Kulaots, Kaido', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D17', 'WhiteElo': '2581', 'BlackElo': '2597', 'PlyCount': '99', 'EventDate': '2004.10.15', 'EventType': 'team-swiss', 'EventRounds': '14', 'EventCountry': 'ESP', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1', 'WhiteTeam': 'Norway', 'BlackTeam': 'Estonia', 'WhiteTeamCountry': 'NOR', 'BlackTeamCountry': 'EST'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'd5c4', 'a2a4', 'c8f5', 'f3e5', 'b8d7', 'e5c4', 'd7b6', 'c4e5', 'a7a5', 'c1g5', 'h7h6', 'g5h4', 'e7e6', 'e2e4', 'f5h7', 'f2f3', 'f8e7', 'h4f2', 'e8g8', 'f1e2', 'b6d7', 'e5d3', 'd8b8', 'e1g1', 'e7d8', 'd1b3', 'd8b6', 'a1d1', 'b8a7', 'd3e5', 'a7b8', 'e5c4', 'b6c7', 'g2g3', 'b8c8', 'd1d2', 'a8b8', 'f1d1', 'c8e8', 'b3a3', 'b8a8', 'e2f1', 'e8b8', 'a3b3', 'f8e8', 'd4d5', 'e6d5', 'e4d5', 'd7e5', 'g1g2', 'c6d5', 'c4e5', 'c7e5', 'c3d5', 'f6d5', 'd2d5', 'h7f5', 'b3b5', 'f7f6', 'f2b6', 'b8c8', 'd5d8', 'c8c6', 'd8e8', 'c6e8', 'b5e8', 'a8e8', 'd1d2', 'e8c8', 'b6a5', 'f5c2', 'f1b5', 'e5b2', 'b5d7', 'c8c5', 'a5b6', 'b2c1', 'd2e2', 'c5c3', 'b6a5', 'c3c5', 'a5b4', 'c5c7', 'e2e7', 'g8h8', 'b4d6', 'c7c4', 'e7e1', 'c4d4', 'e1c1', 'd4d6', 'c1c2']"
"{'_tag_roster': {'Event': 'Calvia ol (Men)', 'Site': 'Mallorca', 'Date': '2004.10.29', 'Round': '14', 'White': 'Onischuk, Alexander', 'Black': 'Carlsen, Magnus', 'Result': '1-0'}, '_others': {'ECO': 'E54', 'WhiteElo': '2653', 'BlackElo': '2581', 'Annotator': 'Marin,M', 'PlyCount': '113', 'EventDate': '2004.10.15', 'EventType': 'team-swiss', 'EventRounds': '14', 'EventCountry': 'ESP', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1', 'WhiteTeam': 'US of America', 'BlackTeam': 'Norway', 'WhiteTeamCountry': 'USA', 'BlackTeamCountry': 'NOR'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'c7c5', 'e1g1', 'd5c4', 'd3c4', 'b8d7', 'd1e2', 'b7b6', 'f1d1', 'c5d4', 'e3d4', 'b4c3', 'b2c3', 'd8c7', 'c1d2', 'c8b7', 'c4d3', 'f8e8', 'd1e1', 'a8d8', 'f3e5', 'd7e5', 'e2e5', 'c7e5', 'e1e5', 'd8c8', 'a1c1', 'e8d8', 'e5e1', 'd8d5', 'a2a4', 'f6e8', 'c1b1', 'b7c6', 'b1b4', 'e8d6', 'e1a1', 'c6d7', 'f2f3', 'h7h6', 'd2e1', 'e6e5', 'd3a6', 'c8e8', 'e1g3', 'e5d4', 'b4d4', 'd5d4', 'c3d4', 'd6f5', 'g3f2', 'f5e3', 'a4a5', 'e3c2', 'a1c1', 'c2b4', 'c1c7', 'b4a6', 'c7d7', 'e8c8', 'g2g4', 'b6a5', 'd7a7', 'a6b4', 'a7a5', 'c8c1', 'g1g2', 'c1d1', 'a5b5', 'b4d3', 'f2g3', 'd3c1', 'd4d5', 'c1e2', 'g2f2', 'e2g3', 'f2g3', 'g8f8', 'h2h4', 'g7g6', 'g3f4', 'f7f6', 'h4h5', 'f8f7', 'b5b7', 'f7g8', 'f4e4', 'g6h5', 'g4h5', 'g8f8', 'b7h7', 'd1e1', 'e4f5', 'f8g8', 'h7d7', 'e1f1', 'f3f4', 'g8f8', 'd5d6', 'f8e8', 'd7h7', 'f1d1', 'f5e6']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.17', 'Round': '1', 'White': 'Stellwagen, Daniel', 'Black': 'Carlsen, Magnus', 'Result': '1-0'}, '_others': {'ECO': 'B31', 'WhiteElo': '2512', 'BlackElo': '2581', 'PlyCount': '105', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'f1b5', 'g7g6', 'e1g1', 'f8g7', 'f1e1', 'g8f6', 'e4e5', 'f6d5', 'b1c3', 'd5c7', 'b5c6', 'd7c6', 'c3e4', 'c7e6', 'd2d3', 'e8g8', 'c1e3', 'b7b6', 'd1d2', 'f7f5', 'e5f6', 'e7f6', 'e3h6', 'a7a5', 'h6g7', 'g8g7', 'e4g3', 'a8a7', 'h2h4', 'h7h5', 'e1e4', 'a7e7', 'a1e1', 'f8e8', 'd2e3', 'g7f7', 'e3h6', 'e8h8', 'h6d2', 'h8e8', 'a2a3', 'e6g7', 'd2f4', 'g7e6', 'f3e5', 'f7g7', 'g3h5', 'g6h5', 'f4g3', 'g7h8', 'e5c6', 'd8c7', 'c6e7', 'c7e7', 'g3g6', 'c8d7', 'g6h5', 'e7h7', 'h5h7', 'h8h7', 'g2g4', 'h7g7', 'f2f4', 'g7f7', 'f4f5', 'e6d4', 'e4e8', 'd7e8', 'g1f2', 'd4c2', 'e1e6', 'b6b5', 'g4g5', 'f6g5', 'h4g5', 'e8d7', 'g5g6', 'f7g8', 'e6e5', 'c2d4', 'f5f6', 'd4e6', 'e5d5', 'd7e8', 'd5d6', 'e8g6', 'd6e6', 'g6d3', 'f2e3', 'g8f7', 'e6b6', 'd3f1', 'e3f4', 'b5b4', 'f4e5', 'f1e2', 'b6b7', 'f7f8', 'b7a7', 'c5c4', 'a7a5']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.18', 'Round': '2', 'White': 'Sokolov, Ivan', 'Black': 'Carlsen, Magnus', 'Result': '1-0'}, '_others': {'ECO': 'D37', 'WhiteElo': '2663', 'BlackElo': '2581', 'Annotator': 'Dautov,R', 'PlyCount': '101', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1f4', 'e8g8', 'e2e3', 'b8d7', 'c4c5', 'c7c6', 'h2h3', 'b7b6', 'b2b4', 'a7a5', 'a2a3', 'c8a6', 'f1a6', 'a8a6', 'e1g1', 'd8a8', 'f3d2', 'a8b7', 'a1b1', 'a5b4', 'a3b4', 'a6a3', 'd1c2', 'f8a8', 'f1c1', 'b6c5', 'b4c5', 'b7a6', 'd2b3', 'e7d8', 'c2b2', 'a6c4', 'b3d2', 'c4a6', 'd2f3', 'h7h6', 'f3e1', 'f6e4', 'c3e4', 'd5e4', 'e1c2', 'a3a2', 'b2b3', 'a6e2', 'f4g3', 'd7f6', 'c2b4', 'a2a3', 'b3c4', 'e2c4', 'c1c4', 'a3a1', 'c4c1', 'a1b1', 'c1b1', 'a8c8', 'b4c6', 'c8c6', 'b1b8', 'g8h7', 'b8d8', 'f6d5', 'd8d7', 'h7g6', 'd7a7', 'c6c8', 'g1f1', 'd5b4', 'f2f3', 'b4c6', 'a7b7', 'f7f5', 'g3d6', 'c6a5', 'b7d7', 'a5c4', 'f1f2', 'c8a8', 'f3e4', 'f5e4', 'd6f4', 'g6f6', 'c5c6', 'g7g5', 'f4g3', 'a8a2', 'f2g1', 'a2a1', 'g1h2', 'f6g6', 'c6c7', 'c4e3', 'c7c8q']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.19', 'Round': '3', 'White': 'Carlsen, Magnus', 'Black': 'Short, Nigel D', 'Result': '1-0'}, '_others': {'ECO': 'D37', 'WhiteElo': '2581', 'BlackElo': '2687', 'Annotator': 'Dautov,R', 'PlyCount': '107', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1f4', 'e8g8', 'e2e3', 'c7c5', 'd4c5', 'e7c5', 'c4d5', 'f6d5', 'c3d5', 'e6d5', 'a2a3', 'b8c6', 'f1d3', 'c5b6', 'e1g1', 'd5d4', 'e3e4', 'c8g4', 'h2h3', 'g4h5', 'g2g4', 'h5g6', 'f3d2', 'f7f6', 'a1c1', 'g8h8', 'd2c4', 'b6c7', 'f4c7', 'd8c7', 'f2f4', 'a8e8', 'd1f3', 'c7e7', 'c1e1', 'g6f7', 'c4d2', 'g7g5', 'd3b5', 'a7a6', 'b5c6', 'b7c6', 'f4g5', 'f6g5', 'f3f6', 'h8g8', 'f6d4', 'c6c5', 'd4f6', 'e7f6', 'f1f6', 'e8b8', 'd2f3', 'b8b2', 'f3g5', 'f7a2', 'f6f8', 'g8f8', 'g5h7', 'f8e7', 'h7g5', 'c5c4', 'e1c1', 'b2b3', 'g1f2', 'c4c3', 'e4e5', 'b3a3', 'g5e4', 'c3c2', 'c1c2', 'a3h3', 'c2c7', 'e7d8', 'c7a7', 'a2c4', 'g4g5', 'h3h4', 'e4d6', 'c4e6', 'g5g6', 'h4g4', 'g6g7', 'a6a5', 'f2f3', 'g4g1', 'd6b7', 'd8e8', 'b7c5', 'e6f7', 'c5e4', 'g1g7', 'e4d6', 'e8f8', 'a7a8', 'f8e7', 'd6f5', 'e7d7', 'a8a7']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.21', 'Round': '4', 'White': 'Carlsen, Magnus', 'Black': 'Stellwagen, Daniel', 'Result': '0-1'}, '_others': {'ECO': 'B19', 'WhiteElo': '2581', 'BlackElo': '2512', 'Annotator': 'Lukacs,P', 'PlyCount': '90', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'c8f5', 'e4g3', 'f5g6', 'h2h4', 'h7h6', 'g1f3', 'b8d7', 'h4h5', 'g6h7', 'f1d3', 'h7d3', 'd1d3', 'g8f6', 'c1f4', 'e7e6', 'e1c1', 'f6d5', 'f4d2', 'd5b4', 'd3b3', 'a7a5', 'c1b1', 'a5a4', 'b3e3', 'b4d5', 'e3e2', 'b7b5', 'f3e5', 'd7e5', 'd4e5', 'd8b6', 'h1h3', 'a4a3', 'b2b3', 'b6d4', 'c2c3', 'd4c3', 'd2e1', 'c3b2', 'e2b2', 'a3b2', 'b1b2', 'd5f4', 'h3h2', 'c6c5', 'g3e4', 'c5c4', 'b2b1', 'f8a3', 'g2g3', 'f4d3', 'e1c3', 'e8g8', 'f2f4', 'f8d8', 'h2d2', 'd8d5', 'c3a1', 'a3b4', 'a1c3', 'b4a3', 'c3a1', 'd5d7', 'd2c2', 'a8b8', 'e4c3', 'b5b4', 'c3e4', 'c4c3', 'e4d6', 'd3c5', 'c2e2', 'c5b7', 'e2e4', 'b7d6', 'e5d6', 'b8b5', 'e4c4', 'b5h5', 'c4c7', 'd7c7', 'd6c7', 'h5c5']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.22', 'Round': '5', 'White': 'Short, Nigel D', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'B25', 'WhiteElo': '2687', 'BlackElo': '2581', 'PlyCount': '82', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['e2e4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'd2d3', 'd7d6', 'c1g5', 'g8f6', 'g1e2', 'a8b8', 'e1g1', 'b7b5', 'a2a3', 'c8d7', 'h2h3', 'e8g8', 'g1h2', 'a7a5', 'd1d2', 'b5b4', 'a3b4', 'a5b4', 'c3d5', 'f6d5', 'e4d5', 'c6d4', 'e2d4', 'g7d4', 'c2c3', 'b4c3', 'b2c3', 'd4f6', 'g5f6', 'e7f6', 'a1a7', 'f8e8', 'f1a1', 'd7f5', 'g3g4', 'f5c8', 'c3c4', 'g8g7', 'd3d4', 'c5d4', 'd2d4', 'e8e2', 'g2f1', 'e2c2', 'a1e1', 'b8b7', 'h2g1', 'b7a7', 'd4a7', 'c8d7', 'g1g2', 'h7h6', 'a7d4', 'c2a2', 'e1e3', 'g7g8', 'f1d3', 'g8g7', 'h3h4', 'g6g5', 'h4h5', 'a2a3', 'g2g3', 'a3b3', 'e3f3', 'd8e7', 'f3e3', 'e7d8', 'g3g2', 'b3a3', 'e3f3', 'd8e7', 'f3e3', 'e7d8']"
"{'_tag_roster': {'Event': 'Hoogeveen Essent Crown', 'Site': 'Hoogeveen', 'Date': '2004.10.23', 'Round': '6', 'White': 'Carlsen, Magnus', 'Black': 'Sokolov, Ivan', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D17', 'WhiteElo': '2581', 'BlackElo': '2663', 'PlyCount': '72', 'EventDate': '2004.10.17', 'EventType': 'tourn', 'EventRounds': '6', 'EventCountry': 'NED', 'EventCategory': '15', 'SourceTitle': 'CBM 104', 'Source': 'ChessBase', 'SourceDate': '2005.01.27', 'SourceVersion': '1', 'SourceVersionDate': '2005.01.27', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'd5c4', 'a2a4', 'c8f5', 'f3e5', 'b8d7', 'e5c4', 'd7b6', 'c4e5', 'a7a5', 'c1g5', 'h7h6', 'g5h4', 'e7e6', 'e2e4', 'f5h7', 'f1e2', 'f8e7', 'f2f3', 'f6d7', 'h4e7', 'd8e7', 'e5d7', 'b6d7', 'e1g1', 'e8g8', 'd1d2', 'e7b4', 'c3b1', 'f8d8', 'f1d1', 'f7f5', 'd2b4', 'a5b4', 'b1d2', 'f5e4', 'f3e4', 'd7f6', 'e4e5', 'f6e8', 'd2c4', 'h7c2', 'd1d2', 'a8a4', 'a1a4', 'c2a4', 'e2g4', 'e8c7', 'c4d6', 'b7b6', 'd2f2', 'd8f8', 'f2f8', 'g8f8', 'd6c8', 'a4b3', 'c8b6', 'c7b5', 'b6d7', 'f8e7', 'd7c5', 'b5d4', 'g1f2', 'b3d5', 'f2e3', 'd4c2']"
"{'_tag_roster': {'Event': 'Bundesliga 0405', 'Site': 'Germany', 'Date': '2005.03.12', 'Round': '12.1', 'White': 'Nielsen, Peter Heine', 'Black': 'Carlsen, Magnus', 'Result': '1-0'}, '_others': {'ECO': 'D76', 'WhiteElo': '2663', 'BlackElo': '2581', 'Annotator': 'Krasenkow,M', 'PlyCount': '67', 'EventDate': '2004.11.12', 'EventType': 'team-tourn', 'EventRounds': '15', 'EventCountry': 'GER', 'SourceTitle': 'CBM 106', 'Source': 'ChessBase', 'SourceDate': '2005.06.06', 'SourceVersion': '1', 'SourceVersionDate': '2005.06.06', 'SourceQuality': '1', 'WhiteTeam': 'Wattenscheid', 'BlackTeam': 'Neukoelln', 'WhiteTeamCountry': 'GER', 'BlackTeamCountry': 'GER'}}","['g1f3', 'g8f6', 'c2c4', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'e1g1', 'd7d5', 'c4d5', 'f6d5', 'b1c3', 'b8c6', 'd2d4', 'd5b6', 'e2e3', 'f8e8', 'd4d5', 'c6a5', 'f3d4', 'c8d7', 'e3e4', 'c7c6', 'f1e1', 'c6d5', 'e4d5', 'a8c8', 'c1f4', 'b6c4', 'b2b3', 'c4b2', 'd1d2', 'a5c4', 'b3c4', 'b2c4', 'd2d3', 'c4b2', 'd3e3', 'b2c4', 'e3e4', 'f7f5', 'e4d3', 'c4b2', 'd3d2', 'b2c4', 'd2d1', 'c4b2', 'd1b3', 'g7d4', 'd5d6', 'e7e6', 'c3d5', 'd7a4', 'b3b7', 'b2d3', 'd5e7', 'g8h8', 'f4e3', 'c8c4', 'b7a6', 'd3e1', 'a6c4', 'd4a1', 'e3d4', 'e6e5', 'c4e6']"
