headers,moves
"{'_tag_roster': {'Event': 'Corus', 'Site': 'Wijk aan Zee', 'Date': '2009.01.28', 'Round': '10', 'White': 'Carlsen, Magnus', 'Black': 'Dominguez Perez, Leinier', 'Result': '1-0'}, '_others': {'ECO': 'D81', 'WhiteElo': '2776', 'BlackElo': '2717', 'Annotator': 'Krasenkow,M', 'PlyCount': '77', 'EventDate': '2009.01.17', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'NED', 'EventCategory': '19', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'd1b3', 'd5c4', 'b3c4', 'f8g7', 'e2e4', 'e8g8', 'f1e2', 'f6d7', 'c1e3', 'd7b6', 'c4d3', 'f7f5', 'a1d1', 'f5f4', 'e3c1', 'e7e5', 'd4d5', 'c7c6', 'g1f3', 'c6d5', 'c3d5', 'b6d5', 'd3b3', 'g8h8', 'e2c4', 'b8c6', 'c4d5', 'd8e7', 'h2h3', 'c6b4', 'd5c4', 'b7b5', 'c4b5', 'b4a2', 'c1d2', 'a8b8', 'b3a4', 'e7b7', 'e1g1', 'b7b5', 'a4a2', 'b5b2', 'a2a7', 'b2b7', 'a7c5', 'c8e6', 'c5d6', 'e6b3', 'd1b1', 'b7e4', 'd2c3', 'b8d8', 'd6a3', 'b3c2', 'b1b5', 'e4a4', 'a3b2', 'c2d3', 'b5b7', 'a4c2', 'b2b4', 'f8e8', 'f1e1', 'd3e2', 'f3e5', 'g7e5', 'c3e5', 'e8e5', 'b4f4', 'c2f5', 'f4h6']"
"{'_tag_roster': {'Event': 'Corus', 'Site': 'Wijk aan Zee', 'Date': '2009.01.30', 'Round': '11', 'White': 'Morozevich, Alexander', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'E37', 'WhiteElo': '2771', 'BlackElo': '2776', 'Annotator': 'CB', 'PlyCount': '82', 'EventDate': '2009.01.17', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'NED', 'EventCategory': '19', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'd7d5', 'a2a3', 'b4c3', 'c2c3', 'f6e4', 'c3c2', 'c7c5', 'd4c5', 'b8c6', 'c4d5', 'e6d5', 'e2e3', 'c8f5', 'f1d3', 'e8g8', 'g1f3', 'd8a5', 'f3d2', 'e4d2', 'c1d2', 'f5d3', 'c2d3', 'a5c5', 'a1c1', 'c5b6', 'e1g1', 'a8d8', 'f2f4', 'f8e8', 'b2b4', 'h7h6', 'h2h3', 'a7a6', 'c1c5', 'a6a5', 'f1c1', 'a5b4', 'a3b4', 'e8e4', 'g1h2', 'e4c4', 'c1c4', 'd5c4', 'd3e2', 'c6b4', 'c5c4', 'b4d3', 'c4d4', 'd8d4', 'e3d4', 'b6d4', 'e2e8', 'g8h7', 'e8f7', 'd4e4', 'f4f5', 'e4e5', 'h2h1', 'd3f2', 'h1g1', 'f2e4', 'd2f4', 'e5d4', 'g1h2', 'e4f6', 'f4h6', 'd4e5', 'h2h1', 'e5e1', 'h1h2', 'f6g4', 'h3g4', 'e1h4', 'h2g1', 'h4e1']"
"{'_tag_roster': {'Event': 'Corus', 'Site': 'Wijk aan Zee', 'Date': '2009.01.31', 'Round': '12', 'White': 'Carlsen, Magnus', 'Black': 'Smeets, Jan', 'Result': '1-0'}, '_others': {'ECO': 'B10', 'WhiteElo': '2776', 'BlackElo': '2601', 'Annotator': 'Carlsen,M', 'PlyCount': '57', 'EventDate': '2009.01.17', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'NED', 'EventCategory': '19', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['c2c4', 'c7c6', 'e2e4', 'd7d5', 'e4d5', 'c6d5', 'c4d5', 'g8f6', 'b1c3', 'f6d5', 'g1f3', 'b8c6', 'f1b5', 'e7e6', 'e1g1', 'f8e7', 'd2d4', 'e8g8', 'f1e1', 'c8d7', 'b5d3', 'a8c8', 'c3d5', 'e6d5', 'f3e5', 'e7f6', 'c1f4', 'g7g6', 'd1b3', 'c6a5', 'b3b4', 'd7e6', 'f4h6', 'f6g7', 'h6g7', 'g8g7', 'h2h4', 'f8e8', 'h4h5', 'f7f6', 'e5f3', 'b7b6', 'd3b5', 'e8e7', 'e1e2', 'c8c7', 'a1e1', 'g7f7', 'b4d2', 'd8f8', 'd2f4', 'e6f5', 'g2g4', 'f5c8', 'b2b4', 'a5b7', 'b5c6']"
"{'_tag_roster': {'Event': 'Corus', 'Site': 'Wijk aan Zee', 'Date': '2009.02.01', 'Round': '13', 'White': 'Wang, Yue', 'Black': 'Carlsen, Magnus', 'Result': '1-0'}, '_others': {'ECO': 'D45', 'WhiteElo': '2739', 'BlackElo': '2776', 'PlyCount': '133', 'EventDate': '2009.01.17', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'NED', 'EventCategory': '19', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'c7c6', 'e2e3', 'b8d7', 'd1c2', 'b7b6', 'f1d3', 'c8b7', 'e1g1', 'd5c4', 'd3c4', 'c6c5', 'f1d1', 'd8c8', 'd4d5', 'e6d5', 'c3d5', 'b7d5', 'c4d5', 'f6d5', 'd1d5', 'f8e7', 'e3e4', 'e8g8', 'c1g5', 'f8e8', 'a1d1', 'd7f8', 'c2c4', 'c8e6', 'b2b3', 'h7h6', 'g5f4', 'f8g6', 'f4g3', 'e7f8', 'f3d2', 'g6e7', 'd5d3', 'e7c6', 'c4e6', 'e8e6', 'a2a4', 'a7a6', 'f2f3', 'b6b5', 'g3f2', 'a8c8', 'a4b5', 'a6b5', 'd2f1', 'c6b4', 'd3c3', 'e6a6', 'f1e3', 'a6a3', 'f2e1', 'b4c6', 'd1b1', 'c8a8', 'g1f1', 'c6d4', 'c3d3', 'a3a2', 'b3b4', 'a8a3', 'b1d1', 'd4e6', 'b4c5', 'f8c5', 'd3a3', 'a2a3', 'e3d5', 'a3b3', 'h2h4', 'b5b4', 'f3f4', 'b3b2', 'f4f5', 'e6d4', 'e1b4', 'c5b4', 'd1d4', 'b2b1', 'f1e2', 'b1b2', 'e2f3', 'b4e1', 'h4h5', 'b2f2', 'f3e3', 'f2g2', 'd4a4', 'e1h4', 'a4a8', 'g8h7', 'a8f8', 'h4g5', 'e3f3', 'g2h2', 'f8f7', 'h7g8', 'f7a7', 'h2h5', 'e4e5', 'h5h3', 'f3e4', 'h3h1', 'e5e6', 'h1e1', 'e4d4', 'h6h5', 'd4c5', 'e1e5', 'f5f6', 'g5f6', 'c5d6', 'e5f5', 'd5f6', 'f5f6', 'd6d7', 'h5h4', 'e6e7', 'f6f7', 'd7d8', 'g8h7', 'a7a6']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.19', 'Round': '1', 'White': 'Aronian, Levon', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'E05', 'WhiteElo': '2750', 'BlackElo': '2776', 'Annotator': 'CB', 'PlyCount': '73', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'g1f3', 'f8e7', 'f1g2', 'e8g8', 'e1g1', 'd5c4', 'd1c2', 'a7a6', 'c2c4', 'b7b5', 'c4c2', 'c8b7', 'c1d2', 'b7e4', 'c2c1', 'e4b7', 'a2a3', 'd8c8', 'b2b4', 'b8d7', 'd2c3', 'f6e4', 'b1d2', 'b7d5', 'c1c2', 'e4d2', 'c3d2', 'c8b7', 'a1c1', 'a8c8', 'e2e4', 'd5e4', 'f3g5', 'e4c2', 'g2b7', 'c2d3', 'f1e1', 'd3c4', 'b7c8', 'e7g5', 'd2g5', 'f8c8', 'f2f3', 'f7f6', 'g5f4', 'd7b6', 'h2h4', 'g8f7', 'g1f2', 'c7c6', 'f4d6', 'c4d5', 'd6c5', 'b6a4', 'g3g4', 'c8a8', 'e1e2', 'a6a5', 'c5d6', 'a5b4', 'd6b4', 'a4b6', 'b4c5', 'b6a4', 'c5b4', 'a4b6', 'b4c5']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.20', 'Round': '2', 'White': 'Carlsen, Magnus', 'Black': 'Dominguez Perez, Leinier', 'Result': '1/2-1/2'}, '_others': {'ECO': 'A33', 'WhiteElo': '2776', 'BlackElo': '2717', 'Annotator': 'CB', 'PlyCount': '35', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['c2c4', 'c7c5', 'g1f3', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'e7e6', 'g2g3', 'd8b6', 'd4b5', 'c6e5', 'c1f4', 'f6g4', 'd1a4', 'g7g5', 'f4e5', 'b6f2', 'e1d1', 'g4e5', 'b5c7', 'e8d8', 'c7a8', 'f2d4', 'd1c2', 'e5c4', 'c2b3', 'c4d2', 'b3c2', 'd2c4', 'c2b3', 'c4d2', 'b3c2']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.21', 'Round': '3', 'White': 'Wang, Yue', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D53', 'WhiteElo': '2739', 'BlackElo': '2776', 'PlyCount': '113', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'g1f3', 'g8f6', 'b1c3', 'f8e7', 'c1g5', 'h7h6', 'g5f6', 'e7f6', 'd1c2', 'd5c4', 'e2e3', 'c7c5', 'd4c5', 'd8a5', 'f1c4', 'a5c5', 'c3e4', 'c5a5', 'e1e2', 'f6e7', 'h1c1', 'c8d7', 'c2c3', 'a5c3', 'c1c3', 'b8c6', 'a2a3', 'f7f5', 'e4d2', 'e7f6', 'c3c2', 'e8e7', 'd2b3', 'h8d8', 'b3c5', 'd7c8', 'a1c1', 'c6a5', 'c4b5', 'a7a6', 'b5d3', 'b7b6', 'b2b4', 'b6c5', 'b4a5', 'e6e5', 'f3d2', 'e5e4', 'd3c4', 'c8d7', 'f2f3', 'e4f3', 'd2f3', 'd7c6', 'c4d3', 'd8d3', 'e2d3', 'c6e4', 'd3c4', 'e4c2', 'c1c2', 'e7e6', 'f3e1', 'f6d8', 'e1d3', 'd8a5', 'd3c5', 'e6e5', 'c4d3', 'a8a7', 'c5a4', 'a7d7', 'd3e2', 'd7c7', 'c2c5', 'c7c5', 'a4c5', 'a5c7', 'c5a6', 'c7d6', 'a6b4', 'e5e4', 'h2h3', 'd6c5', 'b4c2', 'g7g6', 'a3a4', 'c5b6', 'c2b4', 'g6g5', 'b4c6', 'b6e3', 'a4a5', 'e3c5', 'a5a6', 'e4f4', 'e2d3', 'f4g3', 'd3c4', 'c5b6', 'c4b5', 'b6e3', 'b5c4', 'e3b6', 'c4b5', 'b6e3', 'b5c4', 'e3b6', 'c4b5']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.22', 'Round': '4', 'White': 'Carlsen, Magnus', 'Black': 'Ivanchuk, Vassily', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D81', 'WhiteElo': '2776', 'BlackElo': '2779', 'Annotator': 'CB', 'PlyCount': '67', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'd1b3', 'd5c4', 'b3c4', 'c8e6', 'c4b5', 'e6d7', 'b5b3', 'c7c5', 'd4c5', 'f8g7', 'e2e4', 'b8c6', 'g1f3', 'd8a5', 'f1c4', 'e8g8', 'e1g1', 'a5c5', 'c1e3', 'c5h5', 'c4e2', 'h5a5', 'f1d1', 'f8d8', 'c3d5', 'f6d5', 'e4d5', 'c6e5', 'a2a4', 'e5g4', 'e3d4', 'g7d4', 'd1d4', 'a5b6', 'b3c3', 'a8c8', 'e2c4', 'e7e5', 'd5e6', 'd7e6', 'a4a5', 'b6d4', 'f3d4', 'c8c4', 'd4e6', 'c4c3', 'e6d8', 'c3b3', 'h2h3', 'g4e5', 'a1e1', 'e5c6', 'd8c6', 'b7c6', 'e1e7', 'b3b2', 'e7a7', 'b2a2', 'a7c7', 'a2a5', 'c7c6']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.24', 'Round': '5', 'White': 'Grischuk, Alexander', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'B33', 'WhiteElo': '2733', 'BlackElo': '2776', 'PlyCount': '67', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['e2e4', 'c7c5', 'g1f3', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'e7e5', 'd4b5', 'd7d6', 'c1g5', 'a7a6', 'b5a3', 'b7b5', 'c3d5', 'f8e7', 'g5f6', 'e7f6', 'c2c3', 'f6g5', 'a3c2', 'c6e7', 'h2h4', 'g5h6', 'a2a4', 'b5a4', 'c2b4', 'e8g8', 'd1a4', 'e7d5', 'b4d5', 'a6a5', 'f1b5', 'c8e6', 'b5c6', 'a8b8', 'b2b4', 'e6d5', 'c6d5', 'a5b4', 'c3b4', 'd8b6', 'e1g1', 'b6b4', 'a4d7', 'g8h8', 'a1a4', 'b4b5', 'd7b5', 'b8b5', 'd5f7', 'h6d2', 'f1a1', 'd2c3', 'a4a8', 'b5b8', 'a8b8', 'f8b8', 'a1a6', 'g7g6', 'a6d6', 'c3d4', 'h4h5', 'g6h5', 'f7h5']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.25', 'Round': '6', 'White': 'Carlsen, Magnus', 'Black': 'Anand, Viswanathan', 'Result': '1-0'}, '_others': {'ECO': 'D45', 'WhiteElo': '2776', 'BlackElo': '2791', 'Annotator': 'Krasenkow,M', 'PlyCount': '153', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8d7', 'd1c2', 'f8d6', 'g2g4', 'f6g4', 'h1g1', 'd8f6', 'g1g4', 'f6f3', 'g4g7', 'd7f6', 'h2h3', 'f3f5', 'c2f5', 'e6f5', 'c4d5', 'c6d5', 'c3b5', 'd6b4', 'c1d2', 'b4d2', 'e1d2', 'e8e7', 'f1d3', 'c8e6', 'b5c7', 'a8g8', 'c7e6', 'e7e6', 'g7g8', 'f6g8', 'd2e2', 'g8e7', 'e2f3', 'h8c8', 'a2a4', 'c8c7', 'a4a5', 'h7h6', 'h3h4', 'e6f6', 'h4h5', 'e7c8', 'f3f4', 'c8d6', 'a1g1', 'c7c8', 'f2f3', 'f6e6', 'g1g7', 'c8h8', 'd3c2', 'h8c8', 'c2b3', 'c8h8', 'g7g1', 'h8c8', 'g1g7', 'c8h8', 'g7g2', 'h8c8', 'g2g1', 'd6e8', 'e3e4', 'f5e4', 'f3e4', 'e8f6', 'e4e5', 'f6e4', 'f4e3', 'b7b6', 'a5b6', 'a7b6', 'e3d3', 'e4f2', 'd3e2', 'f2e4', 'e2e3', 'f7f6', 'g1g6', 'c8c1', 'g6h6', 'c1h1', 'b3c2', 'h1h3', 'e3f4', 'h3h4', 'f4f3', 'e4d2', 'f3e2', 'h4h2', 'e2d1', 'd2c4', 'h6f6', 'e6e7', 'c2g6', 'h2d2', 'd1c1', 'd2d4', 'b2b3', 'c4e5', 'f6b6', 'd4h4', 'g6f5', 'e5f3', 'h5h6', 'f3d4', 'h6h7', 'd4f5', 'b6b8', 'f5d4', 'c1b2', 'e7d6', 'h7h8q', 'h4h8', 'b8h8', 'd6c5', 'h8h5', 'd4c6', 'h5h4', 'c6b4', 'b2a3', 'd5d4', 'h4h5', 'b4d5', 'a3b2', 'c5c6', 'b2a3', 'c6c5', 'h5h4', 'd5b4', 'h4h8', 'b4c6', 'h8h5', 'c5d6', 'b3b4', 'd4d3', 'h5h3', 'c6e5', 'a3b3', 'd3d2', 'b3c2', 'e5c6', 'h3h4']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.26', 'Round': '7', 'White': 'Radjabov, Teimour', 'Black': 'Carlsen, Magnus', 'Result': '1/2-1/2'}, '_others': {'ECO': 'C54', 'WhiteElo': '2761', 'BlackElo': '2776', 'Annotator': 'Kritz,L', 'PlyCount': '67', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1c4', 'f8c5', 'c2c3', 'g8f6', 'd2d3', 'a7a6', 'c4b3', 'e8g8', 'e1g1', 'd7d6', 'h2h3', 'h7h6', 'f1e1', 'c5a7', 'b1d2', 'c8e6', 'b3c2', 'f8e8', 'f3h2', 'd6d5', 'd1f3', 'd5e4', 'd3e4', 'c6e7', 'd2f1', 'e7g6', 'c1e3', 'a7e3', 'f1e3', 'c7c6', 'e3f5', 'e6f5', 'e4f5', 'g6f4', 'a1d1', 'd8c7', 'h2g4', 'f4h5', 'e1e3', 'f6g4', 'h3g4', 'h5f6', 'f3g3', 'a8d8', 'd1e1', 'd8d2', 'c2b3', 'c7d8', 'g4g5', 'h6g5', 'g3g5', 'f6d5', 'g5h5', 'd8f6', 'e3h3', 'g8f8', 'h5g4', 'f8g8', 'g4h5', 'g8f8', 'h5g4', 'f8g8', 'g4h5']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.02.28', 'Round': '8', 'White': 'Carlsen, Magnus', 'Black': 'Aronian, Levon', 'Result': '0-1'}, '_others': {'ECO': 'D45', 'WhiteElo': '2776', 'BlackElo': '2750', 'Annotator': 'Krasenkow,M', 'PlyCount': '186', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'e2e3', 'b8d7', 'd1c2', 'f8d6', 'g2g4', 'h7h6', 'c1d2', 'd5c4', 'f1c4', 'b7b5', 'c4e2', 'c8b7', 'e3e4', 'd6e7', 'g4g5', 'h6g5', 'f3g5', 'b5b4', 'c3a4', 'c6c5', 'a4c5', 'd7c5', 'd4c5', 'a8c8', 'c2a4', 'b7c6', 'e2b5', 'c6b5', 'a4b5', 'd8d7', 'b5d7', 'f6d7', 'e1e2', 'h8h4', 'a1c1', 'c8c5', 'c1c5', 'e7c5', 'f2f4', 'e6e5', 'h2h3', 'e5f4', 'g5f3', 'h4h6', 'd2f4', 'h6e6', 'f3d2', 'c5d4', 'h1b1', 'e6a6', 'a2a3', 'b4a3', 'b2a3', 'a6a3', 'd2c4', 'a3a2', 'e2d3', 'd4f2', 'f4d6', 'd7b6', 'd6b4', 'b6c4', 'd3c4', 'f2b6', 'c4d5', 'a2g2', 'b1b3', 'g2g5', 'e4e5', 'b6c7', 'b4d6', 'c7d6', 'd5d6', 'g5g6', 'd6d5', 'g6b6', 'b3c3', 'e8d7', 'c3f3', 'd7e7', 'f3c3', 'b6b7', 'c3c6', 'g7g6', 'c6a6', 'e7f8', 'd5e4', 'f8g7', 'e4f4', 'b7e7', 'a6a5', 'g7h6', 'f4g4', 'a7a6', 'a5a6', 'e7e5', 'a6b6', 'e5e3', 'b6a6', 'f7f5', 'g4h4', 'e3e4', 'h4g3', 'h6g5', 'a6a3', 'e4e2', 'g3f3', 'e2h2', 'f3g3', 'h2b2', 'a3a8', 'b2b3', 'g3g2', 'g5f4', 'a8a4', 'f4e3', 'h3h4', 'b3b6', 'g2g3', 'b6d6', 'a4f4', 'd6d1', 'f4f3', 'e3e4', 'f3f4', 'e4e5', 'f4a4', 'f5f4', 'g3g2', 'd1d2', 'g2f3', 'd2d3', 'f3g2', 'd3g3', 'g2h2', 'e5f5', 'a4a6', 'g3e3', 'a6a5', 'e3e5', 'a5a2', 'f5g4', 'a2g2', 'g4h5', 'h2h3', 'e5a5', 'g2g1', 'a5a3', 'h3h2', 'a3a6', 'h2h3', 'a6a5', 'g1g2', 'a5c5', 'g2g1', 'f4f3', 'h3g3', 'c5f5', 'g1f1', 'f3f2', 'g3h3', 'f5f3', 'h3g2', 'h5g4', 'h4h5', 'f3g3', 'g2h2', 'g4f3', 'f1a1', 'g3g2', 'h2h1', 'g2g5', 'a1a3', 'f3f4', 'a3a4', 'f4g3', 'a4a3', 'g3h4']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.03.01', 'Round': '9', 'White': 'Dominguez Perez, Leinier', 'Black': 'Carlsen, Magnus', 'Result': '0-1'}, '_others': {'ECO': 'B77', 'WhiteElo': '2717', 'BlackElo': '2776', 'Annotator': 'Rogozenco,D', 'PlyCount': '108', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['e2e4', 'c7c5', 'g1f3', 'd7d6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'g7g6', 'c1e3', 'f8g7', 'f2f3', 'b8c6', 'd1d2', 'e8g8', 'f1c4', 'c8d7', 'e1c1', 'a8b8', 'c4b3', 'c6a5', 'e3h6', 'g7h6', 'd2h6', 'b7b5', 'g2g4', 'a5b3', 'd4b3', 'b5b4', 'c3d5', 'f6d5', 'e4d5', 'b8b6', 'h1e1', 'e7e5', 'd5e6', 'f7e6', 'e1e3', 'f8f7', 'b3d2', 'd6d5', 'd2b3', 'd8c7', 'c1b1', 'b6b8', 'd1e1', 'b8c8', 'e1e2', 'c7b6', 'h2h4', 'd5d4', 'e3e5', 'd4d3', 'c2d3', 'f7f3', 'd3d4', 'd7b5', 'e2e3', 'b5d3', 'b1a1', 'b6d4', 'e5e6', 'f3f1', 'e3e1', 'd4g4', 'e1f1', 'g4e6', 'b3c5', 'e6e2', 'f1c1', 'd3f5', 'h6f4', 'a7a5', 'h4h5', 'e2e7', 'f4c4', 'f5e6', 'c4c2', 'e7g5', 'h5g6', 'h7g6', 'a2a3', 'b4a3', 'c2c3', 'a3b2', 'a1b2', 'g5d5', 'c1c2', 'a5a4', 'b2a1', 'a4a3', 'c3e3', 'e6f7', 'e3c3', 'g6g5', 'c3e3', 'c8e8', 'e3c3', 'e8e2', 'c5b3', 'e2c2', 'c3c2', 'd5e5', 'a1b1', 'g8g7', 'c2d2', 'f7b3']"
"{'_tag_roster': {'Event': 'Linares 26th', 'Site': 'Linares', 'Date': '2009.03.02', 'Round': '10', 'White': 'Carlsen, Magnus', 'Black': 'Wang, Yue', 'Result': '0-1'}, '_others': {'ECO': 'D15', 'WhiteElo': '2776', 'BlackElo': '2739', 'Annotator': 'Giri,A', 'PlyCount': '128', 'EventDate': '2009.02.19', 'EventType': 'tourn', 'EventRounds': '14', 'EventCountry': 'ESP', 'EventCategory': '21', 'SourceTitle': 'CBM 129', 'Source': 'ChessBase', 'SourceDate': '2009.03.25', 'SourceVersion': '1', 'SourceVersionDate': '2009.03.25', 'SourceQuality': '1'}}","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'a7a6', 'g1f3', 'b7b5', 'b2b3', 'c8g4', 'c1d2', 'b8d7', 'h2h3', 'g4f3', 'd1f3', 'b5b4', 'c3a4', 'e7e5', 'a1c1', 'f8d6', 'c4d5', 'c6d5', 'd4e5', 'd7e5', 'f3d1', 'e8g8', 'f1e2', 'a6a5', 'c1c2', 'd8e7', 'd2c1', 'a8d8', 'c1b2', 'e5g6', 'e1g1', 'f6e4', 'b2d4', 'g6h4', 'e2d3', 'h4f5', 'd4b6', 'd8b8', 'd3e4', 'e7e4', 'c2d2', 'b8b6', 'a4b6', 'e4e5', 'f1e1', 'e5h2', 'g1f1', 'h2h1', 'f1e2', 'h1g2', 'd2d5', 'f5g3', 'e2d3', 'd6c7', 'f2g3', 'c7b6', 'd3c4', 'f8b8', 'c4b5', 'b6d4', 'b5c4', 'd4f6', 'd1d3', 'g2g3', 'e1d1', 'g3c7', 'd5c5', 'c7b7', 'd3d6', 'b7e4', 'd1d4', 'e4c2', 'c4d5', 'c2g2', 'e3e4', 'b8d8', 'd6d8', 'f6d8', 'c5c8', 'g7g6', 'c8d8', 'g8g7', 'd4d3', 'g2c2', 'd5d4', 'a5a4', 'b3a4', 'c2a2', 'd4c5', 'b4b3', 'd8b8', 'b3b2', 'd3b3', 'a2a4', 'b3b2', 'a4e4', 'b8b3', 'g7h6', 'b3c3', 'f7f5', 'b2b3', 'e4e5', 'c5c4', 'h6h5', 'c4d3', 'h5h4', 'd3d2', 'f5f4', 'c3f3', 'g6g5', 'f3d3', 'e5c5', 'b3c3', 'c5f2', 'd2d1', 'f2f1', 'd1d2', 'f1g2', 'd2d1', 'g2e4', 'd1d2', 'h7h5']"
