headers,moves
"{'_tag_roster': {'Event': 'Gausdal zt', 'Site': 'Gausdal', 'Date': '1987.??.??', 'Round': '?', 'White': 'Hjartarson, Johann', 'Black': 'Agdestein, Simen', 'Result': '1/2-1/2'}, '_others': {'ECO': 'E15', 'WhiteElo': '2555', 'BlackElo': '2560', 'PlyCount': '73', 'EventDate': '1987.01.??', 'EventType': 'swiss', 'EventRounds': '9', 'EventCountry': 'NOR', 'SourceTitle': 'CBM 004', 'Source': 'ChessBase', 'SourceDate': '1988.06.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.06.01', 'SourceQuality': '1'}}","['g1f3', 'g8f6', 'c2c4', 'e7e6', 'd2d4', 'b7b6', 'g2g3', 'c8a6', 'b2b3', 'f8b4', 'c1d2', 'b4d2', 'd1d2', 'd7d5', 'c4d5', 'e6d5', 'd2e3', 'd8e7', 'e3e7', 'e8e7', 'b1c3', 'b8d7', 'f1h3', 'h8e8', 'e1g1', 'e7f8', 'f1c1', 'c7c6', 'e2e3', 'h7h6', 'b3b4', 'g7g5', 'h3f5', 'a8d8', 'a2a4', 'a6c8', 'h2h4', 'g5g4', 'f3e1', 'f8g7', 'a1a2', 'h6h5', 'c3e2', 'd7b8', 'f5c8', 'd8c8', 'a2c2', 'c8c7', 'e1d3', 'e8c8', 'e2f4', 'g7f8', 'd3e5', 'f8e7', 'g1g2', 'e7d6', 'f2f3', 'g4f3', 'g2f3', 'c6c5', 'b4c5', 'b6c5', 'g3g4', 'f6g4', 'e5g4', 'h5g4', 'f3g4', 'c5c4', 'h4h5', 'c7e7', 'h5h6', 'c8h8', 'c2h2']"
"{'_tag_roster': {'Event': 'Reykjavik', 'Site': 'Reykjavik', 'Date': '1987.??.??', 'Round': '3', 'White': 'Hjartarson, Johann', 'Black': 'Agdestein, Simen', 'Result': '1/2-1/2'}, '_others': {'ECO': 'E13', 'WhiteElo': '2555', 'BlackElo': '2560', 'PlyCount': '105', 'EventDate': '1987.02.19', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'ISL', 'EventCategory': '14', 'SourceTitle': 'CBM 002', 'Source': 'ChessBase', 'SourceDate': '1988.02.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.02.01', 'SourceQuality': '1'}}","['g1f3', 'g8f6', 'c2c4', 'b7b6', 'd2d4', 'e7e6', 'b1c3', 'c8b7', 'c1g5', 'f8b4', 'e2e3', 'h7h6', 'g5h4', 'g7g5', 'h4g3', 'f6e4', 'd1c2', 'b4c3', 'b2c3', 'd7d6', 'f1d3', 'e4g3', 'f2g3', 'b8d7', 'e1g1', 'd8e7', 'f1f2', 'e8c8', 'c2a4', 'c8b8', 'f3d2', 'g5g4', 'd3e4', 'h6h5', 'e4b7', 'b8b7', 'a1b1', 'd7b8', 'a4c2', 'd8f8', 'c2e4', 'c7c6', 'b1f1', 'b8d7', 'a2a4', 'a7a5', 'd2b3', 'b7c7', 'c4c5', 'f7f5', 'c5b6', 'd7b6', 'f2f5', 'f8f5', 'f1f5', 'b6d5', 'f5f1', 'h8f8', 'f1f8', 'e7f8', 'b3a5', 'f8f5', 'e4f5', 'e6f5', 'c3c4', 'd5e3', 'g1f2', 'e3d1', 'f2e2', 'd1b2', 'e2e3', 'c7b6', 'a5b3', 'b2c4', 'e3f4', 'c6c5', 'd4c5', 'd6c5', 'f4f5', 'c4e3', 'f5e4', 'e3g2', 'a4a5', 'b6b5', 'a5a6', 'b5a6', 'b3c5', 'a6b5', 'c5d3', 'h5h4', 'd3e5', 'h4g3', 'h2g3', 'b5c5', 'e5g4', 'c5d6', 'g4e5', 'g2e3', 'e5f7', 'd6e7', 'e4e3', 'e7f7', 'e3f3', 'f7g7', 'f3g4']"
"{'_tag_roster': {'Event': 'Reykjavik', 'Site': 'Reykjavik', 'Date': '1987.??.??', 'Round': '6', 'White': 'Olafsson, Helgi', 'Black': 'Agdestein, Simen', 'Result': '0-1'}, '_others': {'ECO': 'A90', 'WhiteElo': '2555', 'BlackElo': '2560', 'PlyCount': '50', 'EventDate': '1987.02.19', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'ISL', 'EventCategory': '14', 'SourceTitle': 'CBM 002', 'Source': 'ChessBase', 'SourceDate': '1988.02.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.02.01', 'SourceQuality': '1'}}","['d2d4', 'e7e6', 'c2c4', 'f7f5', 'g2g3', 'g8f6', 'f1g2', 'c7c6', 'g1f3', 'd7d5', 'e1g1', 'f8d6', 'b2b3', 'd8e7', 'c1b2', 'b7b6', 'd1c1', 'e8g8', 'b2a3', 'c8b7', 'a3d6', 'e7d6', 'c1a3', 'c6c5', 'd4c5', 'b6c5', 'b1c3', 'b8d7', 'f1d1', 'f5f4', 'a1c1', 'a7a6', 'g2h3', 'a8e8', 'c1c2', 'h7h6', 'c3a4', 'f6e4', 'c4d5', 'e6d5', 'h3d7', 'd6d7', 'a4c5', 'e4c5', 'c2c5', 'e8e2', 'f3d4', 'f4g3', 'f2g3', 'd7f7']"
"{'_tag_roster': {'Event': 'Reykjavik', 'Site': 'Reykjavik', 'Date': '1987.??.??', 'Round': '11', 'White': 'Hjartarson, Johann', 'Black': 'Olafsson, Helgi', 'Result': '1/2-1/2'}, '_others': {'ECO': 'D55', 'WhiteElo': '2555', 'BlackElo': '2555', 'PlyCount': '73', 'EventDate': '1987.02.19', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'ISL', 'EventCategory': '14', 'SourceTitle': 'CBM 002', 'Source': 'ChessBase', 'SourceDate': '1988.02.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.02.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'h7h6', 'g5f6', 'e7f6', 'e2e3', 'e8g8', 'a1c1', 'c7c6', 'f1d3', 'b8d7', 'e1g1', 'd5c4', 'd3c4', 'e6e5', 'h2h3', 'e5d4', 'e3d4', 'd7b6', 'c4b3', 'c8f5', 'f1e1', 'a7a5', 'f3e5', 'a5a4', 'c3a4', 'b6a4', 'b3a4', 'f5e6', 'a4c2', 'f8e8', 'd1d3', 'g7g6', 'c1d1', 'f6e5', 'e1e5', 'e6f5', 'e5f5', 'g6f5', 'd3f5', 'd8g5', 'f5h7', 'g8f8', 'c2b3', 'g5f6', 'd1d3', 'f6g6', 'h7g6', 'f7g6', 'd3f3', 'f8g7', 'f3f7', 'g7h8', 'f7b7', 'e8e1', 'g1h2', 'a8f8', 'b7c7', 'f8f2', 'c7c6', 'h8g7', 'c6c7', 'g7h8', 'c7c6', 'h8g7', 'c6c7']"
"{'_tag_roster': {'Event': 'URS-ch54', 'Site': 'Minsk', 'Date': '1987.??.??', 'Round': '?', 'White': 'Salov, Valery', 'Black': 'Gavrikov, Viktor', 'Result': '0-1'}, '_others': {'ECO': 'E46', 'WhiteElo': '2550', 'BlackElo': '2550', 'PlyCount': '88', 'EventDate': '1987.03.??', 'EventType': 'tourn', 'EventRounds': '17', 'EventCountry': 'URS', 'EventCategory': '12', 'SourceTitle': 'URS-ch', 'Source': 'ChessBase', 'SourceDate': '1999.07.01', 'SourceVersion': '1', 'SourceVersionDate': '1999.07.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'g1e2', 'd7d5', 'a2a3', 'b4e7', 'c4d5', 'e6d5', 'b2b4', 'b8d7', 'e2g3', 'd7b6', 'f1d3', 'c7c6', 'e1g1', 'f6e8', 'b4b5', 'e8c7', 'a3a4', 'a7a5', 'c1a3', 'e7a3', 'a1a3', 'g7g6', 'd1a1', 'c7e6', 'f1c1', 'h7h5', 'g3f1', 'h5h4', 'f2f4', 'e6g7', 'b5c6', 'b7c6', 'c3d1', 'c8d7', 'f1d2', 'h4h3', 'd2f3', 'h3g2', 'f3e5', 'g7f5', 'a1b2', 'f5h4', 'b2f2', 'd7f5', 'd3f5', 'h4f5', 'f2g2', 'a8c8', 'g2g5', 'd8d6', 'a3a2', 'b6c4', 'a2g2', 'd6e6', 'c1c3', 'c4e5', 'd4e5', 'c8b8', 'g5f6', 'e6f6', 'e5f6', 'b8b1', 'g2d2', 'f8e8', 'g1f2', 'e8e6', 'c3c5', 'f5d6', 'd1c3', 'b1b3', 'c5c6', 'b3c3', 'c6c3', 'd6e4', 'f2f3', 'e4d2', 'f3e2', 'd2c4', 'c3d3', 'c4b6']"
"{'_tag_roster': {'Event': 'Dortmund-A', 'Site': 'Dortmund', 'Date': '1987.??.??', 'Round': '?', 'White': 'Nunn, John DM', 'Black': 'Agdestein, Simen', 'Result': '1/2-1/2'}, '_others': {'ECO': 'C19', 'WhiteElo': '2560', 'BlackElo': '2560', 'PlyCount': '53', 'EventDate': '1987.04.??', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'GER', 'EventCategory': '11', 'SourceTitle': 'CBM 002', 'Source': 'ChessBase', 'SourceDate': '1988.02.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.02.01', 'SourceQuality': '1'}}","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'c7c5', 'a2a3', 'b4c3', 'b2c3', 'g8e7', 'g1f3', 'b8c6', 'a3a4', 'd8a5', 'c1d2', 'c8d7', 'f1b5', 'f7f6', 'e1g1', 'f6e5', 'c3c4', 'a5c7', 'c4d5', 'e6d5', 'f3e5', 'c6e5', 'd2f4', 'e7g6', 'f4e5', 'g6e5', 'f1e1', 'e8g8', 'e1e5', 'd7c6', 'd1d2', 'c5d4', 'd2d4', 'c7b6', 'd4b6', 'a7b6', 'a1e1', 'a8c8', 'f2f3', 'c6b5', 'a4b5', 'c8c5', 'e5e6', 'c5b5', 'e6d6', 'g7g6', 'e1e6']"
"{'_tag_roster': {'Event': 'Tallinn', 'Site': 'Tallinn', 'Date': '1987.??.??', 'Round': '?', 'White': 'Lerner, Konstantin Z', 'Black': 'Gavrikov, Viktor', 'Result': '1/2-1/2'}, '_others': {'ECO': 'A22', 'WhiteElo': '2555', 'BlackElo': '2550', 'PlyCount': '41', 'EventDate': '1987.04.??', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'URS', 'EventCategory': '11', 'SourceTitle': 'EXT 1997', 'Source': 'ChessBase', 'SourceDate': '1996.11.15', 'SourceVersion': '1', 'SourceVersionDate': '1996.11.15', 'SourceQuality': '1'}}","['c2c4', 'g8f6', 'b1c3', 'e7e5', 'e2e3', 'f8b4', 'g1e2', 'e8g8', 'c3d5', 'f6d5', 'c4d5', 'c7c5', 'e2g3', 'd7d6', 'f1e2', 'f7f5', 'e1g1', 'b8d7', 'f2f4', 'b4a5', 'd1c2', 'g7g6', 'b2b3', 'd7f6', 'c1b2', 'a5c7', 'e3e4', 'f5e4', 'g3e4', 'f6e4', 'c2e4', 'd8h4', 'g2g3', 'h4e7', 'f4e5', 'd6e5', 'f1f8', 'g8f8', 'a1f1', 'f8g7', 'e2g4']"
"{'_tag_roster': {'Event': 'Subotica Interzonal', 'Site': 'Subotica', 'Date': '1987.??.??', 'Round': '13', 'White': 'Smyslov, Vassily V', 'Black': 'Speelman, Jonathan S', 'Result': '1/2-1/2'}, '_others': {'ECO': 'A49', 'WhiteElo': '2550', 'BlackElo': '2550', 'PlyCount': '59', 'EventDate': '1987.06.??', 'EventType': 'tourn', 'EventRounds': '17', 'EventCountry': 'YUG', 'EventCategory': '11', 'SourceTitle': 'CBM 003', 'Source': 'ChessBase', 'SourceDate': '1988.04.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.04.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'g1f3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'e1g1', 'd7d6', 'b1c3', 'b8c6', 'd4d5', 'c6a5', 'e2e4', 'c7c6', 'f1e1', 'c8g4', 'h2h3', 'g4f3', 'd1f3', 'a8c8', 'f3e2', 'a7a6', 'd5c6', 'a5c6', 'c1e3', 'f6d7', 'a1d1', 'c6a5', 'e3c1', 'a5c4', 'c3d5', 'c4b2', 'c1b2', 'g7b2', 'd1b1', 'b2g7', 'b1b7', 'e7e6', 'd5e3', 'd7c5', 'b7b1', 'd8c7', 'h3h4', 'f8d8', 'h4h5', 'c7a5', 'h5g6', 'h7g6', 'c2c4', 'c8c7', 'e1c1', 'c5a4', 'b1b3', 'a5e5', 'e3g4', 'e5g5', 'c1c2']"
"{'_tag_roster': {'Event': 'Nordic-ch', 'Site': 'Torshavn', 'Date': '1987.??.??', 'Round': '?', 'White': 'Hansen, Curt', 'Black': 'Arnason, Jon Loftur', 'Result': '1-0'}, '_others': {'ECO': 'A25', 'WhiteElo': '2550', 'BlackElo': '2555', 'PlyCount': '75', 'EventDate': '1987.07.??', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'NOR', 'EventCategory': '8', 'SourceTitle': 'EXT 1997', 'Source': 'ChessBase', 'SourceDate': '1996.11.15', 'SourceVersion': '1', 'SourceVersionDate': '1996.11.15', 'SourceQuality': '1'}}","['c2c4', 'e7e5', 'b1c3', 'd7d6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e2e3', 'b8c6', 'g1e2', 'g8e7', 'a1b1', 'c8e6', 'c3d5', 'a7a5', 'e1g1', 'd8d7', 'e2c3', 'e8g8', 'd2d3', 'c6d8', 'd5e7', 'd7e7', 'c3d5', 'e7d7', 'c1d2', 'a8a7', 'b1c1', 'c7c6', 'd5b6', 'd7c7', 'b6a4', 'b7b6', 'd3d4', 'c7b8', 'd4e5', 'd6e5', 'b2b3', 'e6f5', 'd1e2', 'h7h5', 'e3e4', 'f5c8', 'd2e3', 'a7b7', 'f2f4', 'd8e6', 'c4c5', 'b6b5', 'a4b6', 'g7h6', 'e2f2', 'g8g7', 'c1d1', 'b8c7', 'a2a3', 'f7f5', 'f2b2', 'g7h7', 'e4f5', 'g6f5', 'b6c8', 'e5f4', 'c8d6', 'f4e3', 'b2c2', 'e6c5', 'f1f5', 'h7h8', 'f5c5', 'f8f2', 'c2c3', 'c7g7', 'd6b7']"
"{'_tag_roster': {'Event': 'Zagreb Interzonal', 'Site': 'Zagreb', 'Date': '1987.??.??', 'Round': '13', 'White': 'Nogueiras Santiago, Jesus', 'Black': 'Barlov, Dragan', 'Result': '1-0'}, '_others': {'ECO': 'D35', 'WhiteElo': '2555', 'BlackElo': '2555', 'PlyCount': '79', 'EventDate': '1987.08.??', 'EventType': 'tourn', 'EventRounds': '17', 'EventCountry': 'YUG', 'EventCategory': '12', 'SourceTitle': 'CBM 004', 'Source': 'ChessBase', 'SourceDate': '1988.06.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.06.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'd7d5', 'c4d5', 'e6d5', 'c1g5', 'f8b4', 'e2e3', 'c7c5', 'f1d3', 'c5d4', 'e3d4', 'h7h6', 'g5h4', 'b4c3', 'b2c3', 'e8g8', 'g1e2', 'b8d7', 'e1g1', 'd8a5', 'a2a4', 'f6e4', 'd1c2', 'f8e8', 'f1b1', 'a7a6', 'b1b4', 'd7f8', 'f2f3', 'e4d6', 'h4g3', 'd6c4', 'e2f4', 'c4e3', 'c2b3', 'a5d8', 'a1e1', 'a6a5', 'b4b5', 'c8d7', 'b5b7', 'd7c6', 'd3b5', 'a8c8', 'b5c6', 'c8c6', 'b3b5', 'd8c8', 'f4d3', 'e3c4', 'e1e8', 'c8e8', 'd3e5', 'c4e5', 'g3e5', 'e8e6', 'b5d3', 'f8g6', 'b7b8', 'c6c8', 'b8c8', 'e6c8', 'h2h3', 'c8c6', 'd3b5', 'c6c3', 'b5d5', 'c3a1', 'g1h2', 'a1a4', 'e5c7', 'a4c2', 'd5a5', 'f7f5', 'a5c5']"
"{'_tag_roster': {'Event': 'Jurmala', 'Site': 'Jurmala', 'Date': '1987.??.??', 'Round': '13', 'White': 'Arnason, Jon Loftur', 'Black': 'Romanishin, Oleg M', 'Result': '1/2-1/2'}, '_others': {'ECO': 'C96', 'WhiteElo': '2555', 'BlackElo': '2555', 'PlyCount': '100', 'EventDate': '1987.08.31', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'URS', 'EventCategory': '10', 'SourceTitle': 'CBM 005', 'Source': 'ChessBase', 'SourceDate': '1988.08.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.08.01', 'SourceQuality': '1'}}","['e2e4', 'e7e5', 'g1f3', 'b8c6', 'f1b5', 'a7a6', 'b5a4', 'g8f6', 'e1g1', 'f8e7', 'f1e1', 'b7b5', 'a4b3', 'd7d6', 'c2c3', 'e8g8', 'h2h3', 'c6a5', 'b3c2', 'c7c5', 'd2d4', 'a5c6', 'b1d2', 'c5d4', 'c3d4', 'e5d4', 'd2b3', 'c6b4', 'c2b1', 'd4d3', 'b3d4', 'c8b7', 'a2a3', 'b4c2', 'd4c2', 'd3c2', 'b1c2', 'f8e8', 'c1f4', 'a8c8', 'a1c1', 'e7f8', 'e4e5', 'd6e5', 'd1d8', 'e8d8', 'f4e5', 'b7f3', 'g2f3', 'd8e8', 'g1f1', 'f6d7', 'e5c3', 'e8e1', 'c1e1', 'g7g6', 'c2e4', 'd7c5', 'e4d5', 'c8d8', 'e1d1', 'd8d7', 'd5b3', 'd7d1', 'b3d1', 'f8g7', 'f1e2', 'g7c3', 'b2c3', 'g8f8', 'e2e3', 'f8e7', 'd1e2', 'e7d6', 'c3c4', 'd6c6', 'c4b5', 'a6b5', 'f3f4', 'c5e6', 'e2d1', 'e6g7', 'e3e4', 'f7f6', 'd1b3', 'g7f5', 'b3g8', 'h7h6', 'g8e6', 'f5e7', 'e6f7', 'c6c5', 'f7e8', 'c5c4', 'e8f7', 'c4c5', 'f7e8', 'c5c4', 'e8f7', 'c4c5']"
"{'_tag_roster': {'Event': 'Voronezh', 'Site': 'Voronezh', 'Date': '1987.??.??', 'Round': '?', 'White': 'Balashov, Yuri S', 'Black': 'Bareev, Evgeny', 'Result': '1/2-1/2'}, '_others': {'ECO': 'C18', 'WhiteElo': '2550', 'BlackElo': '2555', 'PlyCount': '58', 'EventDate': '1987.09.??', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'URS', 'EventCategory': '9', 'SourceTitle': 'EXT 1997', 'Source': 'ChessBase', 'SourceDate': '1996.11.15', 'SourceVersion': '1', 'SourceVersionDate': '1996.11.15', 'SourceQuality': '1'}}","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1c3', 'f8b4', 'e4e5', 'g8e7', 'a2a3', 'b4c3', 'b2c3', 'c7c5', 'd1g4', 'e8g8', 'g1f3', 'f7f5', 'e5f6', 'f8f6', 'c1g5', 'd8a5', 'g5f6', 'a5c3', 'e1d1', 'c3a1', 'd1d2', 'e7g6', 'f1d3', 'a1h1', 'd3g6', 'g7f6', 'g4h4', 'h7g6', 'h4f6', 'h1g2', 'f3g5', 'g2g5', 'f6g5', 'g8f7', 'g5f4', 'f7g7', 'f4e5', 'g7f7', 'e5f4', 'f7g7', 'f4e5', 'g7f7', 'e5c7', 'b8d7', 'd4c5', 'g6g5', 'f2f3', 'f7g6', 'a3a4', 'a7a5', 'c7d8', 'd7f6', 'h2h3', 'e6e5']"
"{'_tag_roster': {'Event': 'Voronezh', 'Site': 'Voronezh', 'Date': '1987.??.??', 'Round': '?', 'White': 'Balashov, Yuri S', 'Black': 'Smagin, Sergey', 'Result': '1-0'}, '_others': {'ECO': 'B17', 'WhiteElo': '2550', 'BlackElo': '2555', 'PlyCount': '81', 'EventDate': '1987.09.??', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'URS', 'EventCategory': '9', 'SourceTitle': 'EXT 1997', 'Source': 'ChessBase', 'SourceDate': '1996.11.15', 'SourceVersion': '1', 'SourceVersionDate': '1996.11.15', 'SourceQuality': '1'}}","['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'd5e4', 'c3e4', 'b8d7', 'f1c4', 'g8f6', 'e4f6', 'd7f6', 'c2c3', 'e7e6', 'g1f3', 'f8e7', 'e1g1', 'e8g8', 'd1e2', 'd8c7', 'c1g5', 'f6d5', 'g5e7', 'c7e7', 'f3e5', 'e7c7', 'e2e4', 'f7f6', 'e5d3', 'c7f7', 'f1e1', 'b7b6', 'c4b3', 'c8d7', 'c3c4', 'd5c7', 'd3b4', 'g7g5', 'b3a4', 'b6b5', 'c4b5', 'c6b5', 'a4b3', 'a7a5', 'a1c1', 'a8a7', 'd4d5', 'g8g7', 'e4e3', 'a7b7', 'c1c7', 'b7c7', 'b4a6', 'c7c8', 'd5e6', 'd7e6', 'b3e6', 'f8e8', 'e6f7', 'e8e3', 'f2e3', 'g7f7', 'b2b4', 'c8c6', 'a6c5', 'a5b4', 'e1c1', 'c6c7', 'g1f2', 'c7a7', 'c1c2', 'a7a3', 'f2e2', 'f7g6', 'c2b2', 'g6f5', 'c5d3', 'h7h5', 'd3b4', 'h5h4', 'b4c2']"
"{'_tag_roster': {'Event': 'Voronezh', 'Site': 'Voronezh', 'Date': '1987.??.??', 'Round': '?', 'White': 'Smagin, Sergey', 'Black': 'Bareev, Evgeny', 'Result': '1/2-1/2'}, '_others': {'ECO': 'C09', 'WhiteElo': '2555', 'BlackElo': '2555', 'PlyCount': '39', 'EventDate': '1987.09.??', 'EventType': 'tourn', 'EventRounds': '13', 'EventCountry': 'URS', 'EventCategory': '9', 'SourceTitle': 'EXT 1997', 'Source': 'ChessBase', 'SourceDate': '1996.11.15', 'SourceVersion': '1', 'SourceVersionDate': '1996.11.15', 'SourceQuality': '1'}}","['e2e4', 'e7e6', 'd2d4', 'd7d5', 'b1d2', 'c7c5', 'e4d5', 'e6d5', 'g1f3', 'b8c6', 'f1b5', 'f8d6', 'd4c5', 'd6c5', 'e1g1', 'g8e7', 'd2b3', 'c5d6', 'c1g5', 'e8g8', 'f1e1', 'a7a6', 'b5e2', 'f8e8', 'c2c3', 'c8g4', 'g5e7', 'e8e7', 'f3d4', 'g4e2', 'e1e2', 'e7e2', 'd1e2', 'c6d4', 'b3d4', 'd6c5', 'a1e1', 'c5d4', 'c3d4']"
"{'_tag_roster': {'Event': 'Sochi Chigorin Memorial', 'Site': 'Sochi', 'Date': '1987.??.??', 'Round': '?', 'White': 'Bareev, Evgeny', 'Black': 'Smagin, Sergey', 'Result': '1/2-1/2'}, '_others': {'ECO': 'E10', 'WhiteElo': '2555', 'BlackElo': '2555', 'PlyCount': '27', 'EventDate': '1987.10.??', 'EventType': 'tourn', 'EventRounds': '15', 'EventCountry': 'URS', 'EventCategory': '11', 'SourceTitle': 'TD', 'Source': 'ChessBase', 'SourceDate': '1994.03.01', 'SourceVersion': '1', 'SourceVersionDate': '1994.03.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'b7b5', 'd5e6', 'f7e6', 'c4b5', 'c8b7', 'b1c3', 'f8e7', 'd1c2', 'd7d5', 'e2e4', 'f6e4', 'c3e4', 'd5e4', 'f3e5', 'e8g8', 'c1e3', 'a7a6', 'f1c4', 'd8d6', 'f2f4']"
"{'_tag_roster': {'Event': 'Vrsac', 'Site': 'Vrsac', 'Date': '1987.??.??', 'Round': '?', 'White': 'Barlov, Dragan', 'Black': 'Popovic, Petar', 'Result': '1-0'}, '_others': {'ECO': 'D82', 'WhiteElo': '2555', 'BlackElo': '2560', 'Annotator': 'ChessBase', 'PlyCount': '67', 'EventDate': '1987.10.??', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'YUG', 'EventCategory': '12', 'SourceTitle': 'CBM 005', 'Source': 'ChessBase', 'SourceDate': '1988.08.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.08.01', 'SourceQuality': '1'}}","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c1f4', 'f8g7', 'e2e3', 'c7c5', 'd4c5', 'd8a5', 'a1c1', 'f6e4', 'g1e2', 'e7e5', 'f4g3', 'e4c3', 'd1d2', 'd5d4', 'e3d4', 'e5d4', 'b2c3', 'd4c3', 'e2c3', 'b8a6', 'g3d6', 'c8e6', 'c3b5', 'a5d2', 'e1d2', 'e8d7', 'f1e2', 'g7f8', 'h1d1', 'a6c5', 'd6e5', 'h8g8', 'd2e1', 'd7e7', 'e5d4', 'c5d7', 'e2f3', 'f8h6', 'c1c2', 'a7a6', 'b5c7', 'a8b8', 'c4c5', 'e6f5', 'c7d5', 'e7d8', 'c2e2', 'f5e6', 'd4f6', 'd7f6', 'd5f6', 'd8c7', 'e2e6', 'f7e6', 'd1d7', 'c7c8', 'd7h7', 'g8f8', 'f6d7', 'h6d2', 'e1e2']"
"{'_tag_roster': {'Event': 'Belgrade Investbanka', 'Site': 'Belgrade', 'Date': '1987.??.??', 'Round': '?', 'White': 'Hjartarson, Johann', 'Black': 'Popovic, Petar', 'Result': '0-1'}, '_others': {'ECO': 'D76', 'WhiteElo': '2550', 'BlackElo': '2560', 'PlyCount': '154', 'EventDate': '1987.10.18', 'EventType': 'tourn', 'EventRounds': '11', 'EventCountry': 'YUG', 'EventCategory': '14', 'SourceTitle': 'CBM 004', 'Source': 'ChessBase', 'SourceDate': '1988.06.01', 'SourceVersion': '1', 'SourceVersionDate': '1988.06.01', 'SourceQuality': '1'}}","['c2c4', 'g8f6', 'b1c3', 'd7d5', 'c4d5', 'f6d5', 'g2g3', 'g7g6', 'f1g2', 'd5b6', 'g1f3', 'f8g7', 'e1g1', 'e8g8', 'd2d4', 'b8c6', 'd4d5', 'c6a5', 'e2e4', 'c7c6', 'f3d4', 'c6d5', 'e4d5', 'e7e6', 'd4b3', 'b6d5', 'c3d5', 'e6d5', 'g2d5', 'a5c6', 'h2h4', 'c8h3', 'f1e1', 'h3g4', 'd1g4', 'd8d5', 'e1d1', 'd5b5', 'c1e3', 'a8d8', 'd1d8', 'f8d8', 'a1d1', 'd8d1', 'g4d1', 'b5f5', 'b3c5', 'b7b6', 'c5a4', 'h7h5', 'a4c3', 'g8h7', 'g1g2', 'c6b4', 'a2a4', 'b4d3', 'd1d2', 'd3c5', 'e3c5', 'b6c5', 'd2e2', 'f5d7', 'e2f3', 'c5c4', 'f3f4', 'd7b7', 'g2h2', 'b7b2', 'c3e4', 'f7f6', 'f4c7', 'b2d4', 'f2f3', 'd4b2', 'h2h3', 'b2a1', 'h3g2', 'a1b2', 'g2h3', 'b2a1', 'h3g2', 'a1d4', 'a4a5', 'h7g8', 'e4d6', 'd4d2', 'g2h3', 'd2d1', 'h3g2', 'd1e2', 'g2g1', 'g8h7', 'd6e4', 'e2f3', 'c7c4', 'f3e3', 'g1g2', 'h7h6', 'a5a6', 'e3b6', 'c4c1', 'h6h7', 'c1c4', 'b6b2', 'g2h3', 'b2e5', 'c4c6', 'e5a1', 'h3g2', 'a1b2', 'g2h3', 'b2a1', 'h3g2', 'a1d4', 'c6b7', 'h7h6', 'b7c6', 'd4b2', 'g2h3', 'b2e2', 'c6c1', 'h6h7', 'c1c6', 'e2f1', 'h3h2', 'h7h6', 'c6b7', 'f1e2', 'h2h3', 'e2c2', 'e4d6', 'c2d1', 'b7c6', 'd1g4', 'h3h2', 'g4e2', 'h2g1', 'e2e6', 'g1g2', 'h6h7', 'g2h2', 'f6f5', 'c6c7', 'e6e2', 'h2h1', 'e2f1', 'h1h2', 'f1f2', 'h2h1', 'f2g3', 'c7a7', 'g3d6', 'a7b7', 'd6d1']"
